destination_country,origin_country,gender,age,number
Slovenia,Other,Female,25-64,483583.0
Slovenia,Other,Female,65+,221020.0
Slovenia,Other,Male,15-24,92006.0
Slovenia,Other,Male,25-64,495819.0
Slovenia,Other,Male,65+,161462.0
Slovenia,Peru,Female,15-24,1.0
Slovenia,Peru,Female,25-64,31.0
Slovenia,Peru,Female,65+,1.0
Slovenia,Peru,Male,25-64,27.0
Slovenia,Peru,Male,65+,2.0
Slovenia,Pakistan,Female,15-24,2.0
Slovenia,Pakistan,Female,25-64,17.0
Slovenia,Pakistan,Male,15-24,1.0
Slovenia,Pakistan,Male,25-64,29.0
Slovenia,Pakistan,Male,65+,2.0
Slovenia,Philippines,Female,15-24,7.0
Slovenia,Philippines,Female,25-64,139.0
Slovenia,Philippines,Male,15-24,3.0
Slovenia,Philippines,Male,25-64,25.0
Slovenia,Philippines,Male,65+,4.0
Slovenia,Poland,Female,15-24,15.0
Slovenia,Poland,Female,25-64,203.0
Slovenia,Poland,Female,65+,71.0
Slovenia,Poland,Male,15-24,3.0
Slovenia,Poland,Male,25-64,86.0
Slovenia,Poland,Male,65+,15.0
Slovenia,Portugal,Female,15-24,7.0
Slovenia,Portugal,Female,25-64,27.0
Slovenia,Portugal,Male,15-24,4.0
Slovenia,Portugal,Male,25-64,25.0
Slovenia,Romania,Female,15-24,10.0
Slovenia,Romania,Female,25-64,237.0
Slovenia,Romania,Female,65+,13.0
Slovenia,Romania,Male,15-24,14.0
Slovenia,Romania,Male,25-64,103.0
Slovenia,Romania,Male,65+,5.0
Slovenia,Senegal,Female,25-64,1.0
Slovenia,Senegal,Male,25-64,5.0
Slovenia,El Salvador,Female,25-64,1.0
Slovenia,Somalia,Female,25-64,2.0
Slovenia,Somalia,Male,15-24,11.0
Slovenia,Somalia,Male,25-64,10.0
Slovenia,South Africa,Female,15-24,6.0
Slovenia,South Africa,Female,25-64,31.0
Slovenia,South Africa,Female,65+,7.0
Slovenia,South Africa,Male,15-24,2.0
Slovenia,South Africa,Male,25-64,36.0
Slovenia,South Africa,Male,65+,3.0
Slovenia,Spain,Female,15-24,7.0
Slovenia,Spain,Female,25-64,56.0
Slovenia,Spain,Female,65+,13.0
Slovenia,Spain,Male,15-24,9.0
Slovenia,Spain,Male,25-64,79.0
Slovenia,Spain,Male,65+,6.0
Slovenia,Sri Lanka,Female,25-64,11.0
Slovenia,Sri Lanka,Male,25-64,9.0
Slovenia,Sweden,Female,15-24,15.0
Slovenia,Sweden,Female,25-64,109.0
Slovenia,Sweden,Female,65+,20.0
Slovenia,Sweden,Male,15-24,6.0
Slovenia,Sweden,Male,25-64,123.0
Slovenia,Sweden,Male,65+,30.0
Slovenia,Switzerland,Female,15-24,53.0
Slovenia,Switzerland,Female,25-64,312.0
Slovenia,Switzerland,Female,65+,55.0
Slovenia,Switzerland,Male,15-24,75.0
Slovenia,Switzerland,Male,25-64,354.0
Slovenia,Switzerland,Male,65+,55.0
Slovenia,Syria,Female,15-24,20.0
Slovenia,Syria,Female,25-64,46.0
Slovenia,Syria,Male,15-24,28.0
Slovenia,Syria,Male,25-64,97.0
Slovenia,Syria,Male,65+,12.0
Slovenia,Trinidad and Tobago,Female,25-64,2.0
Slovenia,Trinidad and Tobago,Male,25-64,4.0
Slovenia,Tunisia,Female,25-64,17.0
Slovenia,Tunisia,Female,65+,2.0
Slovenia,Tunisia,Male,15-24,2.0
Slovenia,Tunisia,Male,25-64,64.0
Slovenia,Tunisia,Male,65+,5.0
Slovenia,Taiwan,Female,25-64,21.0
Slovenia,Taiwan,Female,65+,1.0
Slovenia,Taiwan,Male,25-64,6.0
Slovenia,Thailand,Female,15-24,19.0
Slovenia,Thailand,Female,25-64,287.0
Slovenia,Thailand,Female,65+,3.0
Slovenia,Thailand,Male,15-24,5.0
Slovenia,Thailand,Male,25-64,22.0
Slovenia,Turkey,Female,15-24,13.0
Slovenia,Turkey,Female,25-64,74.0
Slovenia,Turkey,Male,15-24,25.0
Slovenia,Turkey,Male,25-64,240.0
Slovenia,Turkey,Male,65+,4.0
Slovenia,Belarus,Female,15-24,8.0
Slovenia,Belarus,Female,25-64,130.0
Slovenia,Belarus,Female,65+,4.0
Slovenia,Belarus,Male,15-24,9.0
Slovenia,Belarus,Male,25-64,61.0
Slovenia,Belarus,Male,65+,4.0
Slovenia,Georgia,Female,15-24,1.0
Slovenia,Georgia,Female,25-64,7.0
Slovenia,Georgia,Male,25-64,16.0
Slovenia,Georgia,Male,65+,3.0
Slovenia,Lithuania,Female,15-24,1.0
Slovenia,Lithuania,Female,25-64,33.0
Slovenia,Lithuania,Female,65+,2.0
Slovenia,Lithuania,Male,15-24,1.0
Slovenia,Lithuania,Male,25-64,4.0
Slovenia,Lithuania,Male,65+,1.0
Slovenia,Moldova,Female,15-24,25.0
Slovenia,Moldova,Female,25-64,209.0
Slovenia,Moldova,Female,65+,3.0
Slovenia,Moldova,Male,15-24,23.0
Slovenia,Moldova,Male,25-64,109.0
Slovenia,Moldova,Male,65+,3.0
Slovenia,Russia,Female,15-24,205.0
Slovenia,Russia,Female,25-64,1643.0
Slovenia,Russia,Female,65+,148.0
Slovenia,Russia,Male,15-24,192.0
Slovenia,Russia,Male,25-64,1067.0
Slovenia,Russia,Male,65+,92.0
Slovenia,Ukraine,Female,15-24,162.0
Slovenia,Ukraine,Female,25-64,1546.0
Slovenia,Ukraine,Female,65+,68.0
Slovenia,Ukraine,Male,15-24,161.0
Slovenia,Ukraine,Male,25-64,666.0
Slovenia,Ukraine,Male,65+,40.0
Slovenia,Uzbekistan,Female,25-64,38.0
Slovenia,Uzbekistan,Female,65+,4.0
Slovenia,Uzbekistan,Male,15-24,5.0
Slovenia,Uzbekistan,Male,25-64,24.0
Slovenia,United States,Female,15-24,69.0
Slovenia,United States,Female,25-64,193.0
Slovenia,United States,Female,65+,42.0
Slovenia,United States,Male,15-24,66.0
Slovenia,United States,Male,25-64,238.0
Slovenia,United States,Male,65+,60.0
Slovenia,Venezuela,Female,15-24,8.0
Slovenia,Venezuela,Female,25-64,43.0
Slovenia,Venezuela,Female,65+,6.0
Slovenia,Venezuela,Male,25-64,37.0
Slovenia,Venezuela,Male,65+,6.0
Slovenia,Vietnam,Female,25-64,19.0
Slovenia,Vietnam,Male,25-64,2.0
South Korea,Unknown,Female,15-24,20207.0
South Korea,Unknown,Female,25-64,110374.0
South Korea,Unknown,Female,65+,5749.0
South Korea,Unknown,Male,15-24,30463.0
South Korea,Unknown,Male,25-64,209921.0
South Korea,Unknown,Male,65+,5773.0
South Korea,Cambodia,Female,15-24,1076.0
South Korea,Cambodia,Female,25-64,2520.0
South Korea,Cambodia,Female,65+,7.0
South Korea,Cambodia,Male,15-24,5174.0
South Korea,Cambodia,Male,25-64,28260.0
South Korea,Cambodia,Male,65+,71.0
South Korea,China,Female,15-24,26449.0
South Korea,China,Female,25-64,280567.0
South Korea,China,Female,65+,39113.0
South Korea,China,Male,15-24,20404.0
South Korea,China,Male,25-64,311950.0
South Korea,China,Male,65+,28270.0
South Korea,North Korea,Female,15-24,2684662.0
South Korea,North Korea,Female,25-64,14812463.0
South Korea,North Korea,Female,65+,4654986.0
South Korea,North Korea,Male,15-24,2579979.0
South Korea,North Korea,Male,25-64,15255830.0
South Korea,North Korea,Male,65+,3547400.0
South Korea,Nepal,Female,15-24,1210.0
South Korea,Nepal,Female,25-64,3662.0
South Korea,Nepal,Female,65+,5.0
South Korea,Nepal,Male,15-24,5626.0
South Korea,Nepal,Male,25-64,28715.0
South Korea,Nepal,Male,65+,2.0
South Korea,Other,Female,15-24,3280.0
South Korea,Other,Female,25-64,14114.0
South Korea,Other,Female,65+,73.0
South Korea,Other,Male,15-24,3306.0
South Korea,Other,Male,25-64,14150.0
South Korea,Other,Male,65+,21.0
South Korea,Philippines,Female,15-24,1050.0
South Korea,Philippines,Female,25-64,19456.0
South Korea,Philippines,Female,65+,205.0
South Korea,Philippines,Male,15-24,905.0
South Korea,Philippines,Male,25-64,21263.0
South Korea,Philippines,Male,65+,100.0
South Korea,Thailand,Female,15-24,6344.0
South Korea,Thailand,Female,25-64,63509.0
South Korea,Thailand,Female,65+,202.0
South Korea,Thailand,Male,15-24,4572.0
South Korea,Thailand,Male,25-64,46859.0
South Korea,Thailand,Male,65+,93.0
South Korea,Uzbekistan,Female,15-24,2140.0
South Korea,Uzbekistan,Female,25-64,13785.0
South Korea,Uzbekistan,Female,65+,570.0
South Korea,Uzbekistan,Male,15-24,8245.0
South Korea,Uzbekistan,Male,25-64,28187.0
South Korea,Uzbekistan,Male,65+,283.0
South Korea,Vietnam,Female,15-24,31669.0
South Korea,Vietnam,Female,25-64,66349.0
South Korea,Vietnam,Female,65+,767.0
South Korea,Vietnam,Male,15-24,26722.0
South Korea,Vietnam,Male,25-64,71981.0
South Korea,Vietnam,Male,65+,402.0
Spain,Unknown,Female,15-24,354.0
Spain,Unknown,Female,25-64,1455.0
Spain,Unknown,Female,65+,103.0
Spain,Unknown,Male,15-24,459.0
Spain,Unknown,Male,25-64,2080.0
Spain,Unknown,Male,65+,157.0
Spain,Angola,Female,15-24,129.0
Spain,Angola,Female,25-64,1296.0
Spain,Angola,Female,65+,127.0
Spain,Angola,Male,15-24,105.0
Spain,Angola,Male,25-64,1422.0
Spain,Angola,Male,65+,90.0
Spain,Albania,Female,15-24,195.0
Spain,Albania,Female,25-64,1488.0
Spain,Albania,Female,65+,95.0
Spain,Albania,Male,15-24,235.0
Spain,Albania,Male,25-64,2204.0
Spain,Albania,Male,65+,70.0
Spain,Afghanistan,Female,15-24,24.0
Spain,Afghanistan,Female,25-64,147.0
Spain,Afghanistan,Female,65+,11.0
Spain,Afghanistan,Male,15-24,156.0
Spain,Afghanistan,Male,25-64,477.0
Spain,Afghanistan,Male,65+,17.0
Spain,Argentina,Female,15-24,13801.0
Spain,Argentina,Female,25-64,109205.0
Spain,Argentina,Female,65+,20643.0
Spain,Argentina,Male,15-24,14609.0
Spain,Argentina,Male,25-64,115183.0
Spain,Argentina,Male,65+,16498.0
Spain,Australia,Female,15-24,238.0
Spain,Australia,Female,25-64,2531.0
Spain,Australia,Female,65+,210.0
Spain,Australia,Male,15-24,259.0
Spain,Australia,Male,25-64,2855.0
Spain,Australia,Male,65+,153.0
Spain,Austria,Female,15-24,275.0
Spain,Austria,Female,25-64,2395.0
Spain,Austria,Female,65+,915.0
Spain,Austria,Male,15-24,180.0
Spain,Austria,Male,25-64,2070.0
Spain,Austria,Male,65+,730.0
Spain,Bulgaria,Female,15-24,5743.0
Spain,Bulgaria,Female,25-64,45599.0
Spain,Bulgaria,Female,65+,4186.0
Spain,Bulgaria,Male,15-24,5847.0
Spain,Bulgaria,Male,25-64,44204.0
Spain,Bulgaria,Male,65+,3210.0
Spain,Bolivia,Female,15-24,15178.0
Spain,Bolivia,Female,25-64,85456.0
Spain,Bolivia,Female,65+,3213.0
Spain,Bolivia,Male,15-24,15477.0
Spain,Bolivia,Male,25-64,52534.0
Spain,Bolivia,Male,65+,1416.0
Spain,Bangladesh,Female,15-24,811.0
Spain,Bangladesh,Female,25-64,3573.0
Spain,Bangladesh,Female,65+,40.0
Spain,Bangladesh,Male,15-24,1353.0
Spain,Bangladesh,Male,25-64,11460.0
Spain,Bangladesh,Male,65+,74.0
Spain,Belgium,Female,15-24,1244.0
Spain,Belgium,Female,25-64,15660.0
Spain,Belgium,Female,65+,5516.0
Spain,Belgium,Male,15-24,1235.0
Spain,Belgium,Male,25-64,16220.0
Spain,Belgium,Male,65+,5541.0
Spain,Brazil,Female,15-24,9387.0
Spain,Brazil,Female,25-64,77886.0
Spain,Brazil,Female,65+,3884.0
Spain,Brazil,Male,15-24,8870.0
Spain,Brazil,Male,25-64,42601.0
Spain,Brazil,Male,65+,1388.0
Spain,Chile,Female,15-24,2737.0
Spain,Chile,Female,25-64,23399.0
Spain,Chile,Female,65+,5121.0
Spain,Chile,Male,15-24,2707.0
Spain,Chile,Male,25-64,21302.0
Spain,Chile,Male,65+,3518.0
Spain,Côte d'Ivoire,Female,15-24,249.0
Spain,Côte d'Ivoire,Female,25-64,1067.0
Spain,Côte d'Ivoire,Female,65+,24.0
Spain,Côte d'Ivoire,Male,15-24,842.0
Spain,Côte d'Ivoire,Male,25-64,2854.0
Spain,Côte d'Ivoire,Male,65+,24.0
Spain,Cameroon,Female,15-24,323.0
Spain,Cameroon,Female,25-64,1929.0
Spain,Cameroon,Female,65+,85.0
Spain,Cameroon,Male,15-24,523.0
Spain,Cameroon,Male,25-64,3552.0
Spain,Cameroon,Male,65+,59.0
Spain,Democratic Republic of the Congo,Female,15-24,62.0
Spain,Democratic Republic of the Congo,Female,25-64,399.0
Spain,Democratic Republic of the Congo,Female,65+,64.0
Spain,Democratic Republic of the Congo,Male,15-24,60.0
Spain,Democratic Republic of the Congo,Male,25-64,734.0
Spain,Democratic Republic of the Congo,Male,65+,72.0
Spain,Colombia,Female,15-24,34103.0
Spain,Colombia,Female,25-64,240115.0
Spain,Colombia,Female,65+,19661.0
Spain,Colombia,Male,15-24,34482.0
Spain,Colombia,Male,25-64,166673.0
Spain,Colombia,Male,65+,7406.0
Spain,Czech Republic,Female,15-24,234.0
Spain,Czech Republic,Female,25-64,4071.0
Spain,Czech Republic,Female,65+,260.0
Spain,Czech Republic,Male,15-24,172.0
Spain,Czech Republic,Male,25-64,2027.0
Spain,Czech Republic,Male,65+,196.0
Spain,Slovakia,Female,15-24,215.0
Spain,Slovakia,Female,25-64,3183.0
Spain,Slovakia,Female,65+,75.0
Spain,Slovakia,Male,15-24,134.0
Spain,Slovakia,Male,25-64,1548.0
Spain,Slovakia,Male,65+,64.0
Spain,Cuba,Female,15-24,6824.0
Spain,Cuba,Female,25-64,65963.0
Spain,Cuba,Female,65+,14990.0
Spain,Cuba,Male,15-24,6908.0
Spain,Cuba,Male,25-64,55485.0
Spain,Cuba,Male,65+,9785.0
Spain,Cambodia,Female,15-24,3.0
Spain,Cambodia,Female,25-64,64.0
Spain,Cambodia,Female,65+,9.0
Spain,Cambodia,Male,15-24,4.0
Spain,Cambodia,Male,25-64,24.0
Spain,Cambodia,Male,65+,3.0
Spain,Canada,Female,15-24,297.0
Spain,Canada,Female,25-64,3004.0
Spain,Canada,Female,65+,377.0
Spain,Canada,Male,15-24,276.0
Spain,Canada,Male,25-64,2621.0
Spain,Canada,Male,65+,272.0
Spain,China,Female,15-24,21164.0
Spain,China,Female,25-64,71820.0
Spain,China,Female,65+,3175.0
Spain,China,Male,15-24,11277.0
Spain,China,Male,25-64,68873.0
Spain,China,Male,65+,3309.0
Spain,Germany,Female,15-24,4412.0
Spain,Germany,Female,25-64,61317.0
Spain,Germany,Female,65+,17176.0
Spain,Germany,Male,15-24,3731.0
Spain,Germany,Male,25-64,58405.0
Spain,Germany,Male,65+,14719.0
Spain,Dominican Republic,Female,15-24,15120.0
Spain,Dominican Republic,Female,25-64,85074.0
Spain,Dominican Republic,Female,65+,6547.0
Spain,Dominican Republic,Male,15-24,14817.0
Spain,Dominican Republic,Male,25-64,53844.0
Spain,Dominican Republic,Male,65+,1892.0
Spain,Algeria,Female,15-24,2341.0
Spain,Algeria,Female,25-64,18512.0
Spain,Algeria,Female,65+,2753.0
Spain,Algeria,Male,15-24,4078.0
Spain,Algeria,Male,25-64,35591.0
Spain,Algeria,Male,65+,3221.0
Spain,Ecuador,Female,15-24,27873.0
Spain,Ecuador,Female,25-64,180451.0
Spain,Ecuador,Female,65+,10621.0
Spain,Ecuador,Male,15-24,29748.0
Spain,Ecuador,Male,25-64,153451.0
Spain,Ecuador,Male,65+,5933.0
Spain,Eritrea,Female,15-24,10.0
Spain,Eritrea,Female,25-64,74.0
Spain,Eritrea,Female,65+,1.0
Spain,Eritrea,Male,15-24,33.0
Spain,Eritrea,Male,25-64,109.0
Spain,Eritrea,Male,65+,5.0
Spain,Ethiopia,Female,15-24,751.0
Spain,Ethiopia,Female,25-64,399.0
Spain,Ethiopia,Female,65+,25.0
Spain,Ethiopia,Male,15-24,931.0
Spain,Ethiopia,Male,25-64,324.0
Spain,Ethiopia,Male,65+,20.0
Spain,Egypt,Female,15-24,277.0
Spain,Egypt,Female,25-64,1120.0
Spain,Egypt,Female,65+,226.0
Spain,Egypt,Male,15-24,411.0
Spain,Egypt,Male,25-64,2969.0
Spain,Egypt,Male,65+,332.0
Spain,FJI,Female,15-24,1.0
Spain,FJI,Female,25-64,20.0
Spain,FJI,Female,65+,7.0
Spain,FJI,Male,25-64,23.0
Spain,FJI,Male,65+,3.0
Spain,Bosnia and Herzegovina,Female,15-24,49.0
Spain,Bosnia and Herzegovina,Female,25-64,797.0
Spain,Bosnia and Herzegovina,Female,65+,106.0
Spain,Bosnia and Herzegovina,Male,15-24,56.0
Spain,Bosnia and Herzegovina,Male,25-64,736.0
Spain,Bosnia and Herzegovina,Male,65+,87.0
Spain,Croatia,Female,15-24,63.0
Spain,Croatia,Female,25-64,1023.0
Spain,Croatia,Female,65+,114.0
Spain,Croatia,Male,15-24,57.0
Spain,Croatia,Male,25-64,927.0
Spain,Croatia,Male,65+,75.0
Spain,North Macedonia,Female,15-24,38.0
Spain,North Macedonia,Female,25-64,359.0
Spain,North Macedonia,Female,65+,18.0
Spain,North Macedonia,Male,15-24,35.0
Spain,North Macedonia,Male,25-64,302.0
Spain,North Macedonia,Male,65+,14.0
Spain,Serbia,Female,15-24,188.0
Spain,Serbia,Female,25-64,2304.0
Spain,Serbia,Female,65+,364.0
Spain,Serbia,Male,15-24,172.0
Spain,Serbia,Male,25-64,2316.0
Spain,Serbia,Male,65+,252.0
Spain,Finland,Female,15-24,374.0
Spain,Finland,Female,25-64,3465.0
Spain,Finland,Female,65+,2310.0
Spain,Finland,Male,15-24,278.0
Spain,Finland,Male,25-64,2305.0
Spain,Finland,Male,65+,1979.0
Spain,France,Female,15-24,6332.0
Spain,France,Female,25-64,80289.0
Spain,France,Female,65+,16681.0
Spain,France,Male,15-24,5129.0
Spain,France,Male,25-64,79735.0
Spain,France,Male,65+,11495.0
Spain,United Kingdom,Female,15-24,7729.0
Spain,United Kingdom,Female,25-64,76262.0
Spain,United Kingdom,Female,65+,51679.0
Spain,United Kingdom,Male,15-24,7025.0
Spain,United Kingdom,Male,25-64,76597.0
Spain,United Kingdom,Male,65+,54960.0
Spain,Ghana,Female,15-24,669.0
Spain,Ghana,Female,25-64,3790.0
Spain,Ghana,Female,65+,39.0
Spain,Ghana,Male,15-24,2080.0
Spain,Ghana,Male,25-64,12225.0
Spain,Ghana,Male,65+,145.0
Spain,Guatemala,Female,15-24,1591.0
Spain,Guatemala,Female,25-64,6408.0
Spain,Guatemala,Female,65+,375.0
Spain,Guatemala,Male,15-24,1310.0
Spain,Guatemala,Male,25-64,3964.0
Spain,Guatemala,Male,65+,135.0
Spain,Guyana,Female,15-24,4.0
Spain,Guyana,Female,25-64,38.0
Spain,Guyana,Female,65+,21.0
Spain,Guyana,Male,15-24,4.0
Spain,Guyana,Male,25-64,44.0
Spain,Guyana,Male,65+,12.0
Spain,Greece,Female,15-24,166.0
Spain,Greece,Female,25-64,1769.0
Spain,Greece,Female,65+,127.0
Spain,Greece,Male,15-24,159.0
Spain,Greece,Male,25-64,2048.0
Spain,Greece,Male,65+,247.0
Spain,Honduras,Female,15-24,16407.0
Spain,Honduras,Female,25-64,75870.0
Spain,Honduras,Female,65+,1481.0
Spain,Honduras,Male,15-24,9836.0
Spain,Honduras,Male,25-64,24706.0
Spain,Honduras,Male,65+,459.0
Spain,Haiti,Female,15-24,136.0
Spain,Haiti,Female,25-64,262.0
Spain,Haiti,Female,65+,53.0
Spain,Haiti,Male,15-24,96.0
Spain,Haiti,Male,25-64,328.0
Spain,Haiti,Male,65+,74.0
Spain,Hungary,Female,15-24,463.0
Spain,Hungary,Female,25-64,4619.0
Spain,Hungary,Female,65+,359.0
Spain,Hungary,Male,15-24,388.0
Spain,Hungary,Male,25-64,2980.0
Spain,Hungary,Male,65+,283.0
Spain,Israel,Female,15-24,139.0
Spain,Israel,Female,25-64,1012.0
Spain,Israel,Female,65+,102.0
Spain,Israel,Male,15-24,235.0
Spain,Israel,Male,25-64,1560.0
Spain,Israel,Male,65+,297.0
Spain,India,Female,15-24,2773.0
Spain,India,Female,25-64,14983.0
Spain,India,Female,65+,1153.0
Spain,India,Male,15-24,4899.0
Spain,India,Male,25-64,27192.0
Spain,India,Male,65+,1430.0
Spain,Indonesia,Female,15-24,85.0
Spain,Indonesia,Female,25-64,844.0
Spain,Indonesia,Female,65+,239.0
Spain,Indonesia,Male,15-24,115.0
Spain,Indonesia,Male,25-64,889.0
Spain,Indonesia,Male,65+,157.0
Spain,Iran,Female,15-24,373.0
Spain,Iran,Female,25-64,3382.0
Spain,Iran,Female,65+,534.0
Spain,Iran,Male,15-24,404.0
Spain,Iran,Male,25-64,4074.0
Spain,Iran,Male,65+,794.0
Spain,Iraq,Female,15-24,93.0
Spain,Iraq,Female,25-64,719.0
Spain,Iraq,Female,65+,115.0
Spain,Iraq,Male,15-24,138.0
Spain,Iraq,Male,25-64,1367.0
Spain,Iraq,Male,65+,239.0
Spain,Ireland,Female,15-24,581.0
Spain,Ireland,Female,25-64,4306.0
Spain,Ireland,Female,65+,1754.0
Spain,Ireland,Male,15-24,425.0
Spain,Ireland,Male,25-64,5177.0
Spain,Ireland,Male,65+,1869.0
Spain,Italy,Female,15-24,5433.0
Spain,Italy,Female,25-64,43792.0
Spain,Italy,Female,65+,6629.0
Spain,Italy,Male,15-24,5091.0
Spain,Italy,Male,25-64,63741.0
Spain,Italy,Male,65+,9854.0
Spain,Jamaica,Female,15-24,10.0
Spain,Jamaica,Female,25-64,115.0
Spain,Jamaica,Female,65+,47.0
Spain,Jamaica,Male,15-24,23.0
Spain,Jamaica,Male,25-64,135.0
Spain,Jamaica,Male,65+,31.0
Spain,Japan,Female,15-24,315.0
Spain,Japan,Female,25-64,3306.0
Spain,Japan,Female,65+,402.0
Spain,Japan,Male,15-24,401.0
Spain,Japan,Male,25-64,1311.0
Spain,Japan,Male,65+,424.0
Spain,Kenya,Female,15-24,92.0
Spain,Kenya,Female,25-64,1146.0
Spain,Kenya,Female,65+,73.0
Spain,Kenya,Male,15-24,82.0
Spain,Kenya,Male,25-64,411.0
Spain,Kenya,Male,65+,79.0
Spain,North Korea,Female,15-24,293.0
Spain,North Korea,Female,25-64,2093.0
Spain,North Korea,Female,65+,260.0
Spain,North Korea,Male,15-24,322.0
Spain,North Korea,Male,25-64,1286.0
Spain,North Korea,Male,65+,288.0
Spain,Laos,Female,15-24,2.0
Spain,Laos,Female,25-64,89.0
Spain,Laos,Female,65+,22.0
Spain,Laos,Male,25-64,72.0
Spain,Laos,Male,65+,20.0
Spain,Lebanon,Female,15-24,254.0
Spain,Lebanon,Female,25-64,1217.0
Spain,Lebanon,Female,65+,166.0
Spain,Lebanon,Male,15-24,351.0
Spain,Lebanon,Male,25-64,2048.0
Spain,Lebanon,Male,65+,519.0
Spain,Morocco,Female,15-24,43197.0
Spain,Morocco,Female,25-64,295969.0
Spain,Morocco,Female,65+,33752.0
Spain,Morocco,Male,15-24,62410.0
Spain,Morocco,Male,25-64,407984.0
Spain,Morocco,Male,65+,33979.0
Spain,Malaysia,Female,15-24,32.0
Spain,Malaysia,Female,25-64,298.0
Spain,Malaysia,Female,65+,68.0
Spain,Malaysia,Male,15-24,46.0
Spain,Malaysia,Male,25-64,188.0
Spain,Malaysia,Male,65+,37.0
Spain,Mexico,Female,15-24,3340.0
Spain,Mexico,Female,25-64,27826.0
Spain,Mexico,Female,65+,2859.0
Spain,Mexico,Male,15-24,3138.0
Spain,Mexico,Male,25-64,18368.0
Spain,Mexico,Male,65+,1522.0
Spain,Myanmar,Female,15-24,4.0
Spain,Myanmar,Female,25-64,55.0
Spain,Myanmar,Female,65+,12.0
Spain,Myanmar,Male,15-24,3.0
Spain,Myanmar,Male,25-64,37.0
Spain,Myanmar,Male,65+,11.0
Spain,Nigeria,Female,15-24,990.0
Spain,Nigeria,Female,25-64,12379.0
Spain,Nigeria,Female,65+,71.0
Spain,Nigeria,Male,15-24,1071.0
Spain,Nigeria,Male,25-64,17446.0
Spain,Nigeria,Male,65+,136.0
Spain,Nicaragua,Female,15-24,6552.0
Spain,Nicaragua,Female,25-64,39086.0
Spain,Nicaragua,Female,65+,631.0
Spain,Nicaragua,Male,15-24,4074.0
Spain,Nicaragua,Male,25-64,13210.0
Spain,Nicaragua,Male,65+,207.0
Spain,Nepal,Female,15-24,677.0
Spain,Nepal,Female,25-64,1686.0
Spain,Nepal,Female,65+,14.0
Spain,Nepal,Male,15-24,585.0
Spain,Nepal,Male,25-64,2411.0
Spain,Nepal,Male,65+,11.0
Spain,Netherlands,Female,15-24,1626.0
Spain,Netherlands,Female,25-64,13943.0
Spain,Netherlands,Female,65+,6127.0
Spain,Netherlands,Male,15-24,1421.0
Spain,Netherlands,Male,25-64,15633.0
Spain,Netherlands,Male,65+,6617.0
Spain,New Zealand,Female,15-24,55.0
Spain,New Zealand,Female,25-64,294.0
Spain,New Zealand,Female,65+,74.0
Spain,New Zealand,Male,15-24,55.0
Spain,New Zealand,Male,25-64,511.0
Spain,New Zealand,Male,65+,55.0
Spain,Other,Female,15-24,23140.0
Spain,Other,Female,25-64,146643.0
Spain,Other,Female,65+,16266.0
Spain,Other,Male,15-24,29359.0
Spain,Other,Male,25-64,143027.0
Spain,Other,Male,65+,13376.0
Spain,Peru,Female,15-24,14623.0
Spain,Peru,Female,25-64,107800.0
Spain,Peru,Female,65+,11757.0
Spain,Peru,Male,15-24,14472.0
Spain,Peru,Male,25-64,80711.0
Spain,Peru,Male,65+,6877.0
Spain,Pakistan,Female,15-24,5002.0
Spain,Pakistan,Female,25-64,17719.0
Spain,Pakistan,Female,65+,373.0
Spain,Pakistan,Male,15-24,11392.0
Spain,Pakistan,Male,25-64,56700.0
Spain,Pakistan,Male,65+,1267.0
Spain,Philippines,Female,15-24,2198.0
Spain,Philippines,Female,25-64,26794.0
Spain,Philippines,Female,65+,3707.0
Spain,Philippines,Male,15-24,1974.0
Spain,Philippines,Male,25-64,14330.0
Spain,Philippines,Male,65+,1456.0
Spain,Poland,Female,15-24,1902.0
Spain,Poland,Female,25-64,25805.0
Spain,Poland,Female,65+,1519.0
Spain,Poland,Male,15-24,1680.0
Spain,Poland,Male,25-64,16075.0
Spain,Poland,Male,65+,1174.0
Spain,Portugal,Female,15-24,3311.0
Spain,Portugal,Female,25-64,29883.0
Spain,Portugal,Female,65+,8510.0
Spain,Portugal,Male,15-24,3363.0
Spain,Portugal,Male,25-64,39427.0
Spain,Portugal,Male,65+,7685.0
Spain,Romania,Female,15-24,31395.0
Spain,Romania,Female,25-64,244958.0
Spain,Romania,Female,65+,9750.0
Spain,Romania,Male,15-24,32606.0
Spain,Romania,Male,25-64,221215.0
Spain,Romania,Male,65+,7080.0
Spain,Senegal,Female,15-24,2047.0
Spain,Senegal,Female,25-64,12183.0
Spain,Senegal,Female,65+,295.0
Spain,Senegal,Male,15-24,7238.0
Spain,Senegal,Male,25-64,53461.0
Spain,Senegal,Male,65+,1323.0
Spain,El Salvador,Female,15-24,2715.0
Spain,El Salvador,Female,25-64,11558.0
Spain,El Salvador,Female,65+,688.0
Spain,El Salvador,Male,15-24,2519.0
Spain,El Salvador,Male,25-64,7358.0
Spain,El Salvador,Male,65+,233.0
Spain,Somalia,Female,15-24,51.0
Spain,Somalia,Female,25-64,92.0
Spain,Somalia,Female,65+,4.0
Spain,Somalia,Male,15-24,79.0
Spain,Somalia,Male,25-64,224.0
Spain,Somalia,Male,65+,10.0
Spain,South Africa,Female,15-24,161.0
Spain,South Africa,Female,25-64,1352.0
Spain,South Africa,Female,65+,218.0
